fiscal_year,fiscal_period,cik,filed,rd_expense,z_score,symbol
2014.0,Q2,793524,2014-08-04,2574079,-0.26996167212243793,REFR
2014.0,Q2,797721,2014-11-12,76799000,-0.23179624255201142,VSAT
2014.0,Q2,804328,2014-04-23,7573000000,3.6226468131874574,QCOM
2014.0,Q2,806172,2014-10-15,1434691,-0.27054752970074897,SOTK
2014.0,Q2,807863,2014-05-12,9472290,-0.26641470726837707,MITK
2014.0,Q2,808326,2014-05-07,28425000,-0.25666948546243246,EMKR
2014.0,Q2,810136,2014-06-06,30803000,-0.25544675069497513,PLAB
2014.0,Q2,814547,2014-04-28,104066000,-0.21777592762170897,FICO
2014.0,Q2,816761,2014-08-08,300000000,-0.1170293700409748,TDC
2014.0,Q2,817720,2014-02-05,233620000,-0.15116104954636506,SYNA
2014.0,Q2,820318,2014-02-07,47294000,-0.24696730618272156,COHR
2014.0,Q2,827054,2014-11-10,491591000,-0.01851592309735888,MCHP
2014.0,Q2,833640,2014-07-31,81472000,-0.2293934504711333,POWI
2014.0,Q2,840715,2014-08-14,12453000,-0.26488206734040914,CLRO
2014.0,Q2,849399,2014-11-07,1618000000,0.5606680326119984,GEN
2014.0,Q2,851205,2014-07-28,74841000,-0.23280301911831985,CGNX
2014.0,Q2,851310,2014-08-04,147749000,-0.19531473214364387,HLIT
2014.0,Q2,855658,2014-08-06,124491000,-0.20727367462536073,LSCC
2014.0,Q2,857005,2014-05-06,332820000,-0.10015377917976799,PTC
2014.0,Q2,864749,2014-08-08,466708000,-0.031310418143044715,TRMB
2014.0,Q2,867773,2014-07-31,89148000,-0.22544655725204057,SPWR
2014.0,Q2,877212,2014-08-05,138537000,-0.20005141535550972,ZBRA
2014.0,Q2,882508,2014-08-07,14445000,-0.2638578084435315,QUIK
2014.0,Q2,883241,2014-05-28,1021063000,0.2537312689948073,SNPS
2014.0,Q2,884144,2014-08-13,4459000,-0.2689924717689432,ASUR
2014.0,Q2,889331,2014-08-01,40495000,-0.2504632581103677,LFUS
2014.0,Q2,890394,2014-08-08,37204000,-0.25215544487222724,PRSO
2014.0,Q2,895419,2014-01-22,248044000,-0.14374442789548,WOLF
2014.0,Q2,896878,2014-02-21,1054000000,0.27066701964061984,INTU
2014.0,Q2,897723,2014-04-28,42998000,-0.24917625006875888,SANM
2014.0,Q2,898293,2014-04-07,44779000,-0.2482604844586489,JBL
2014.0,Q2,909494,2014-08-13,5935066,-0.26823349901147403,TCX
2014.0,Q2,910638,2014-07-31,78363000,-0.23099205534582837,DDD
2014.0,Q2,912093,2014-02-06,402800000,-0.06417102937881573,VIAV
2014.0,Q2,913142,2014-08-05,146094000,-0.19616571029340915,BDC
2014.0,Q2,915779,2013-11-27,35084000,-0.253245519601836,DAKT
2014.0,Q2,917273,2014-07-25,176636000,-0.1804614355803385,RMBS
2014.0,Q2,917491,2014-07-29,34195000,-0.25370263112760116,FARO
2014.0,Q2,923601,2014-11-14,209040,-0.27117774252264504,MICS
2014.0,Q2,924383,2014-05-07,2880658,-0.2698040334335093,GNSS
2014.0,Q2,926282,2014-08-06,198524000,-0.16920692818332161,ADTN
2014.0,Q2,936395,2014-06-11,599180000,0.036804855244090835,CIEN
2014.0,Q2,944075,2014-08-11,3439458,-0.26951670618874257,SCKT
2014.0,Q2,948708,2014-08-01,29203000,-0.25626944860411377,SMSI
2014.0,Q2,1002047,2013-11-26,1353500000,0.42466578450751324,NTAP
2014.0,Q2,1005284,2014-08-07,54814000,-0.24310062600976984,OLED
2014.0,Q2,1005757,2014-08-07,161522000,-0.1882328457045396,CSGS
2014.0,Q2,1007587,2014-08-07,20881000,-0.26054850610402125,KVHI
2014.0,Q2,1013462,2014-08-05,237663000,-0.1490821947672103,ANSS
2014.0,Q2,1013857,2014-08-05,138353000,-0.20014602561506065,PEGA
2014.0,Q2,1014473,2014-07-24,101801000,-0.2189405593493334,VRSN
2014.0,Q2,1015739,2014-07-25,7104000,-0.2676324492878983,AWRE
2014.0,Q2,1022652,2014-08-08,65545000,-0.2375828939704155,INSG
2014.0,Q2,1023731,2014-10-22,18014000,-0.2620226779199591,EGHT
2014.0,Q2,1032975,2014-11-26,207463000,-0.16461061780220254,LOGI
2014.0,Q2,1036262,2014-08-13,5543000,-0.26843509393550175,INTT
2014.0,Q2,1038074,2014-07-25,238529000,-0.148636909523889,SLAB
2014.0,Q2,1039065,2014-01-30,68402000,-0.23611386401640977,OSIS
2014.0,Q2,1039280,2014-02-14,262077,-0.27115047162951567,NTWK
2014.0,Q2,1039399,2014-08-01,64654000,-0.23804103386856706,FORM
2014.0,Q2,1040161,2014-08-08,36063000,-0.2527421313186818,PXLW
2014.0,Q2,1040470,2014-01-13,5131000,-0.2686469386471049,AEHR
2014.0,Q2,1040896,2014-08-12,3049143,-0.26971740077274603,IDN
2014.0,Q2,1043604,2014-08-11,1552600000,0.5270402555759556,JNPR
2014.0,Q2,1044777,2014-08-05,31082000,-0.25530329274706903,OSPN
2014.0,Q2,1045810,2014-08-20,1999148000,0.7566490717822377,NVDA
2014.0,Q2,1047127,2014-08-01,108125000,-0.21568884586346282,AMKR
2014.0,Q2,1048695,2014-05-08,352206000,-0.09018576563816667,FFIV
2014.0,Q2,1049502,2014-08-06,95334000,-0.22226580146083322,MKSI
2014.0,Q2,1050446,2014-07-30,167829000,-0.18498987338395365,MSTR
2014.0,Q2,1051627,2014-08-08,5649000,-0.26838059019902133,AXTI
2014.0,Q2,1056696,2014-07-29,69077000,-0.23576678833599188,MANH
2014.0,Q2,1058811,2014-08-01,16969000,-0.2625600024918653,IMMR
2014.0,Q2,1066194,2014-02-12,13120000,-0.264539105149537,EGAN
2014.0,Q2,1066923,2014-08-14,-60662,-0.2713164195673266,FTFT
2014.0,Q2,1074828,2014-05-14,1087964,-0.27072581193696266,KNW
2014.0,Q2,1076930,2014-08-06,38953000,-0.25125613322030005,NOVT
2014.0,Q2,1078075,2014-10-28,106490000,-0.2165295402893639,NTCT
2014.0,Q2,1078271,2014-02-06,80308000,-0.22999196320003168,EXTR
2014.0,Q2,1082324,2014-08-08,2105000,-0.27020286606776345,VHC
2014.0,Q2,1086222,2014-08-11,155437000,-0.19136166869023258,AKAM
2014.0,Q2,1092699,2014-07-31,17521000,-0.26227617171321244,SPSC
2014.0,Q2,1101302,2014-08-05,97879000,-0.22095719759910953,ENTG
2014.0,Q2,1101680,2014-08-08,23977000,-0.2589565856498379,DZSI
2014.0,Q2,1102993,2014-08-01,53738000,-0.2436538903536656,LPSN
2014.0,Q2,1107843,2014-08-07,35105000,-0.2532347216917785,QLYS
2014.0,Q2,1108524,2014-08-26,1022673000,0.25455910876587806,CRM
2014.0,Q2,1111928,2014-08-05,69272000,-0.23566652202831562,IPGP
2014.0,Q2,1113232,2014-08-08,53159000,-0.24395160415953515,ACLS
2014.0,Q2,1114925,2014-01-31,9906000,-0.26619169957451927,LTRX
2014.0,Q2,1120914,2014-08-06,20002000,-0.2610004757678543,PDFS
2014.0,Q2,1121788,2014-07-30,573126000,0.023408248166154142,GRMN
2014.0,Q2,1122904,2014-08-01,130433000,-0.20421838026529704,NTGR
2014.0,Q2,1126741,2014-11-10,17864000,-0.2620998058489408,GSIT
2014.0,Q2,1131554,2014-08-01,99584000,-0.22008051013968366,SNCR
2014.0,Q2,1137789,2014-01-28,1740000000,0.6233987481838213,STX
2014.0,Q2,1138639,2014-08-01,185910000,-0.17569287282449356,INFN
2014.0,Q2,1158114,2014-08-12,17364000,-0.26235689894554665,AAOI
2014.0,Q2,1166388,2014-09-04,221911000,-0.15718165568268042,VRNT
2014.0,Q2,1169561,2014-10-30,86249000,-0.2269371830261612,CVLT
2014.0,Q2,1173489,2014-08-11,34379000,-0.2536080208680502,CEVA
2014.0,Q2,1239819,2014-08-14,3761743,-0.26935099169146337,LUNA
2014.0,Q2,1262039,2014-08-05,162581000,-0.18768832252592846,FTNT
2014.0,Q2,1274494,2014-08-06,195950000,-0.17053044344464843,FSLR
2014.0,Q2,1275014,2014-08-04,9598000,-0.26635006892202845,UCTT
2014.0,Q2,1280058,2014-08-06,102017000,-0.21882949513159966,BLKB
2014.0,Q2,1280263,2014-09-08,73173000,-0.2336606816885969,AMBA
2014.0,Q2,1288847,2014-08-05,28699000,-0.2565285984454925,FIVN
2014.0,Q2,1313275,2014-08-01,35178000,-0.25319718609967407,BCOV
2014.0,Q2,1325702,2015-02-12,135520000,-0.2016027151004293,MX
2014.0,Q2,1327567,2014-02-24,112701000,-0.21333592984332625,PANW
2014.0,Q2,1327811,2014-09-02,338717000,-0.0971216231983988,WDAY
2014.0,Q2,1333822,2014-04-14,6855000,-0.26776048165000804,LEDS
2014.0,Q2,1341439,2013-12-20,7382000000,3.5244372502840298,ORCL
2014.0,Q2,1350102,2014-08-13,166059681,-0.1858996327851407,ASTI
2014.0,Q2,1356093,2014-08-19,1222000,-0.27065689247636937,CREX
2014.0,Q2,1361113,2014-08-06,34372000,-0.2536116201714027,VRNS
2014.0,Q2,1362190,2014-08-11,346916,-0.2711068485870698,AEYE
2014.0,Q2,1373715,2014-08-07,153929000,-0.19213706146959578,NOW
2014.0,Q2,1375365,2014-02-07,116961000,-0.21114549666024457,SMCI
2014.0,Q2,1377789,2014-02-10,57400000,-0.24177094051412448,AVNW
2014.0,Q2,1378590,2014-05-15,2307000,-0.2700990004567347,BLIN
2014.0,Q2,1384905,2014-08-04,56137000,-0.2424203576761508,RNG
2014.0,Q2,1387467,2014-02-07,37456000,-0.2520258699515379,AOSL
2014.0,Q2,1389002,2014-08-07,34224000,-0.25368771972799803,MRIN
2014.0,Q2,1391127,2014-08-05,30739000,-0.25547965861134064,EGIO
2014.0,Q2,1393883,2014-07-30,35010000,-0.25328356938013363,DHX
2014.0,Q2,1402436,2014-08-06,82545000,-0.2288417286858172,SSNC
2014.0,Q2,1405495,2014-08-07,104351000,-0.21762938455664366,IDCC
2014.0,Q2,1406666,2014-07-31,118959000,-0.21011815264620767,CALX
2014.0,Q2,1410384,2014-08-12,14480000,-0.2638398119267691,QTWO
2014.0,Q2,1415404,2014-08-07,93932000,-0.22298669050371597,SATS
2014.0,Q2,1438231,2014-07-25,18723000,-0.26165811990897203,DMRC
2014.0,Q2,1463101,2014-08-06,57376000,-0.24178328098276156,ENPH
2014.0,Q2,1463972,2014-08-14,2148273,-0.2701806156886246,VUZI
2014.0,Q2,1477294,2014-07-29,96880000,-0.221470869606128,ST
2014.0,Q2,1493594,2014-05-12,86127000,-0.226999913741733,MTSI
2014.0,Q2,1493761,2014-08-11,9677000,-0.2663094482127647,HEAR
2014.0,Q2,1500435,2014-08-11,143451000,-0.1975247044020676,GPRO
2014.0,Q2,1511737,2014-02-07,37286000,-0.2521132816043839,UI
2014.0,Q2,1517228,2014-07-31,195676000,-0.17067133046158844,COMM
2014.0,Q2,1528396,2014-03-04,103404000,-0.2181163188816151,GWRE
2014.0,Q2,1534154,2014-08-14,44000,-0.2712626038119727,AUID
2014.0,Q2,1565228,2014-08-14,10917000,-0.26567185733318227,VISL
2014.0,Q2,1575793,2014-08-13,4873842,-0.26877916574017885,WATT
2014.0,Q2,1580808,2014-08-04,59387000,-0.24074925254821292,ATEN
2014.0,Q2,1587523,2014-08-07,126025000,-0.20648491300497404,KN
2014.0,Q2,1590955,2014-08-08,3859000,-0.2693009834848702,PAYC
2014.0,Q2,1596532,2014-08-08,164908000,-0.1864918112543249,ANET
2014.0,Q3,2488,2014-10-30,2308000000,0.6255738543006688,AMD
2014.0,Q3,4127,2014-07-30,476000000,-0.08376641763784694,SWKS
2014.0,Q3,6281,2014-08-26,1055932000,0.14078004665573784,ADI
2014.0,Q3,6951,2014-08-21,2741000000,0.7932290604957438,AMAT
2014.0,Q3,8146,2014-12-10,10825000,-0.2638796059560779,ALOT
2014.0,Q3,21535,2014-11-03,86435000,-0.23460383195975082,COHU
2014.0,Q3,23197,2014-06-05,72050000,-0.2401736244334602,CMTL
2014.0,Q3,26058,2014-10-28,46031000,-0.25024803738955637,CTS
2014.0,Q3,28823,2014-10-30,179000000,-0.19876317569774823,DBD
2014.0,Q3,29002,2014-11-07,102876000,-0.22823796765246854,DIOD
2014.0,Q3,39020,2014-03-17,10796000,-0.26389083459575374,FEIM
2014.0,Q3,47217,2014-09-09,6661000000,2.311031389097808,HPQ
2014.0,Q3,50863,2014-10-29,21916000000,8.217683053083647,INTC
2014.0,Q3,51143,2014-10-28,11118000000,4.036757148939492,IBM
2014.0,Q3,56978,2014-07-30,145783000,-0.21162461446029282,KLIC
2014.0,Q3,65770,2014-11-06,19894000,-0.26036813929329927,MVIS
2014.0,Q3,68505,2014-11-04,1430000000,0.285617108251533,MSI
2014.0,Q3,70866,2014-11-03,461000000,-0.08957433471157933,VYX
2014.0,Q3,78749,2015-02-05,49886000,-0.24875540270160715,AGYS
2014.0,Q3,84748,2014-10-29,45483000,-0.2504602199599834,ROG
2014.0,Q3,87050,2014-11-06,14557000,-0.26243459618813325,NEON
2014.0,Q3,88941,2014-12-05,244368000,-0.17345304747936566,SMTC
2014.0,Q3,97476,2014-10-31,2923000000,0.8636984543236969,TXN
2014.0,Q3,101984,2014-11-07,33461000,-0.2551150718973441,UEIC
2014.0,Q3,103145,2014-10-29,160308000,-0.20600061476056197,VECO
2014.0,Q3,317788,2015-02-13,15623000,-0.26202184688142666,APPS
2014.0,Q3,319201,2014-04-25,1014108000,0.12458602507628562,KLAC
2014.0,Q3,320193,2014-07-23,10443000000,3.7754008806215342,AAPL
2014.0,Q3,320340,2014-11-14,5548000,-0.26592283118261695,CCRD
2014.0,Q3,350868,2015-02-05,9505000,-0.26439070265856635,ITI
2014.0,Q3,351789,2014-11-12,1271000,-0.26757886193757385,ELSE
2014.0,Q3,351998,2014-11-13,9295000,-0.2644720134975986,DAIO
2014.0,Q3,356037,2014-08-13,5015000,-0.2661292058359702,CSPI
2014.0,Q3,704532,2014-10-31,67382000,-0.2419810482268057,ONTO
2014.0,Q3,707549,2014-05-08,1394674000,0.2719390763484216,LRCX
2014.0,Q3,708821,2014-11-14,30965000,-0.25608150929841317,PAR
2014.0,Q3,709283,2015-02-06,122722000,-0.220553706169449,QMCO
2014.0,Q3,713425,2014-03-12,17607000,-0.2612536530498077,AMSWA
2014.0,Q3,719733,2014-05-08,10728000,-0.26391716381982133,KTCC
2014.0,Q3,720500,2014-08-07,20455000,-0.2601509231947417,ASYS
2014.0,Q3,722572,2014-05-15,5543231,-0.2659246777130519,FKWL
2014.0,Q3,723125,2014-07-03,2252000000,0.603890963892068,MU
2014.0,Q3,724004,2015-02-02,5454000,-0.26595922746294565,MLAB
2014.0,Q3,724910,2015-01-21,6630089,-0.26550385230405704,NVEC
2014.0,Q3,732026,2014-05-14,488000,-0.26788203520882264,TRT
2014.0,Q3,736012,2014-11-13,3384000,-0.2667607200191207,INTZ
2014.0,Q3,746838,2014-10-31,137200000,-0.2149479046098825,UIS
2014.0,Q3,751978,2014-10-29,81141000,-0.23665363949230678,VICR
2014.0,Q3,763532,2014-05-02,14577000,-0.2624268522987016,LYTS
2014.0,Q3,769397,2014-12-05,1315300000,0.24120590236105935,ADSK
2014.0,Q3,771266,2014-11-06,38967190,-0.25298310556986314,KOPN
2014.0,Q3,772406,2015-01-28,318386000,-0.14479368708179738,CRUS
2014.0,Q3,779152,2014-05-07,129115000,-0.21807837191262425,JKHY
2014.0,Q3,780571,2014-11-05,343693000,-0.1349949565894677,ITRI
2014.0,Q3,789019,2014-04-24,21269000000,7.967168229969991,MSFT
2014.0,Q3,793524,2014-11-04,3328307,-0.26678228404082655,REFR
2014.0,Q3,797721,2015-02-11,104320000,-0.2276788588355039,VSAT
2014.0,Q3,804328,2014-07-23,10458000000,3.7812087976952666,QCOM
2014.0,Q3,806172,2015-01-14,1856127,-0.26735230399800036,SOTK
2014.0,Q3,807863,2014-08-08,13331391,-0.2629091452172546,MITK
2014.0,Q3,808326,2014-08-07,37819000,-0.2534276783901891,EMKR
2014.0,Q3,810136,2014-09-04,40675000,-0.25232185097935045,PLAB
2014.0,Q3,814547,2014-07-28,151975000,-0.2092271062922561,FICO
2014.0,Q3,816761,2014-11-07,381000000,-0.12054989243815206,TDC
2014.0,Q3,817720,2014-05-02,325736000,-0.1419478077156685,SYNA
2014.0,Q3,820318,2014-05-12,66073000,-0.24248788579010674,COHR
2014.0,Q3,827054,2015-02-03,654599000,-0.014613872207744873,MCHP
2014.0,Q3,833640,2014-11-03,106501000,-0.2268343876929832,POWI
2014.0,Q3,840715,2014-10-31,16486000,-0.2616876980524513,CLRO
2014.0,Q3,849399,2015-02-09,2132000000,0.5574276273022089,GEN
2014.0,Q3,851205,2014-10-27,110784000,-0.22517603377119683,CGNX
2014.0,Q3,851310,2014-11-03,193170000,-0.19327663003542905,HLIT
2014.0,Q3,855658,2014-11-05,166536000,-0.20358916759154827,LSCC
2014.0,Q3,857005,2014-08-05,444139000,-0.09610282069692612,PTC
2014.0,Q3,864749,2014-11-07,609498000,-0.03207673007057184,TRMB
2014.0,Q3,867773,2014-10-29,123920000,-0.22008984719249358,SPWR
2014.0,Q3,877212,2014-11-05,186828000,-0.1957322173742031,ZBRA
2014.0,Q3,882508,2014-11-04,19765000,-0.2604180873801334,QUIK
2014.0,Q3,883241,2014-08-26,1372012000,0.26316447523342673,SNPS
2014.0,Q3,884144,2014-11-12,6148000,-0.26569051449966763,ASUR
2014.0,Q3,889331,2014-10-31,54224000,-0.24707575308388374,LFUS
2014.0,Q3,890394,2014-11-07,52289000,-0.24782497438639522,PRSO
2014.0,Q3,895419,2014-04-23,334991000,-0.13836432288117564,WOLF
2014.0,Q3,896878,2014-05-21,1403000000,0.2751628575188147,INTU
2014.0,Q3,897723,2014-07-25,57329000,-0.24587351424962114,SANM
2014.0,Q3,898293,2014-06-30,54928000,-0.2468031681758899,JBL
2014.0,Q3,909494,2014-11-12,8592323,-0.2647440861473065,TCX
2014.0,Q3,910638,2014-11-10,108545000,-0.22604296219306927,DDD
2014.0,Q3,912093,2014-05-07,546800000,-0.05635304904983006,VIAV
2014.0,Q3,913142,2014-11-04,196715000,-0.1919040256336703,BDC
2014.0,Q3,915779,2014-02-28,46067000,-0.2502340983885794,DAKT
2014.0,Q3,917273,2014-10-24,227325000,-0.1800520028585404,RMBS
2014.0,Q3,917491,2014-10-28,48847000,-0.249157697757581,FARO
2014.0,Q3,923601,2015-02-17,428993,-0.2679048823930073,MICS
2014.0,Q3,924383,2014-08-07,3939474,-0.2665456435572131,GNSS
2014.0,Q3,926282,2014-11-05,263528000,-0.16603440140385148,ADTN
2014.0,Q3,936395,2014-09-09,776409000,0.032550286375677945,CIEN
2014.0,Q3,944075,2014-11-14,4637867,-0.26627522964862144,SCKT
2014.0,Q3,948708,2014-10-31,36780000,-0.2538299734461629,SMSI
2014.0,Q3,1002047,2014-02-26,1793300000,0.4262848597773315,NTAP
2014.0,Q3,1005284,2014-11-06,68532000,-0.24153577458448622,OLED
2014.0,Q3,1005757,2014-11-07,215395000,-0.18467123290451556,CSGS
2014.0,Q3,1007587,2014-11-10,26983000,-0.25762331768425334,KVHI
2014.0,Q3,1013462,2014-11-05,316725000,-0.14543681709909537,ANSS
2014.0,Q3,1013857,2014-11-04,187957000,-0.19529507481578684,PEGA
2014.0,Q3,1014473,2014-10-23,136760000,-0.21511827017737864,VRSN
2014.0,Q3,1015739,2014-10-24,9526000,-0.2643825715746631,AWRE
2014.0,Q3,1017303,2014-11-07,8576000,-0.26475040632266617,TACT
2014.0,Q3,1022652,2014-11-07,82875000,-0.2359822442785833,INSG
2014.0,Q3,1023731,2015-01-26,26264000,-0.2579017105093209,EGHT
2014.0,Q3,1032975,2015-01-27,274039000,-0.1619646003130514,LOGI
2014.0,Q3,1036262,2014-11-13,7409000,-0.2652022622710025,INTT
2014.0,Q3,1038074,2014-10-23,325656000,-0.14197878327339508,SLAB
2014.0,Q3,1039065,2014-05-02,91299000,-0.23272051804997518,OSIS
2014.0,Q3,1039280,2014-05-14,395384,-0.2679178956120027,NTWK
2014.0,Q3,1039399,2014-10-31,85663000,-0.23490274609181225,FORM
2014.0,Q3,1040161,2014-11-07,45902000,-0.2502979854763905,PXLW
2014.0,Q3,1040470,2014-04-11,6555000,-0.2655329263497337,AEHR
2014.0,Q3,1040896,2014-11-04,3845165,-0.2665821594806335,IDN
2014.0,Q3,1043604,2014-11-10,2075000000,0.5353575424220257,JNPR
2014.0,Q3,1044777,2014-11-04,39547000,-0.2527586063432951,OSPN
2014.0,Q3,1045810,2014-11-19,2691044000,0.7738863734733855,NVDA
2014.0,Q3,1047127,2014-10-31,141906000,-0.21312576742661685,AMKR
2014.0,Q3,1048695,2014-08-07,474642000,-0.0842922277302555,FFIV
2014.0,Q3,1049502,2014-11-05,125268000,-0.21956790904480084,MKSI
2014.0,Q3,1050446,2014-10-29,212126000,-0.18593697163211764,MSTR
2014.0,Q3,1051627,2014-11-06,7475000,-0.2651767074358781,AXTI
2014.0,Q3,1056696,2014-10-29,92462000,-0.23227021087952515,MANH
2014.0,Q3,1058811,2014-10-31,22016000,-0.25954651262460193,IMMR
2014.0,Q3,1066194,2014-05-09,18126000,-0.26105269911905654,EGAN
2014.0,Q3,1066923,2014-11-14,18980,-0.2680636371598841,FTFT
2014.0,Q3,1074828,2014-08-14,1797887,-0.2673748542040253,KNW
2014.0,Q3,1076930,2014-11-05,52845000,-0.24760969426019555,NOVT
2014.0,Q3,1078075,2015-01-27,145035000,-0.21191423592503628,NTCT
2014.0,Q3,1078271,2014-05-07,117698000,-0.22249897119467776,EXTR
2014.0,Q3,1082324,2014-11-10,2758000,-0.26700310375833114,VHC
2014.0,Q3,1086222,2014-11-10,217668000,-0.1837911398706093,AKAM
2014.0,Q3,1092699,2014-10-30,23787000,-0.25886079121542993,SPSC
2014.0,Q3,1101302,2014-10-31,139619000,-0.21401128118312526,ENTG
2014.0,Q3,1101680,2014-11-06,32980000,-0.25530131243817517,DZSI
2014.0,Q3,1102993,2014-11-07,74825000,-0.2390991597748197,LPSN
2014.0,Q3,1107843,2014-11-06,46685000,-0.24999481220514164,QLYS
2014.0,Q3,1108524,2014-11-26,1403785000,0.2754668051790067,CRM
2014.0,Q3,1111928,2014-11-07,95323000,-0.23116244749632858,IPGP
2014.0,Q3,1113232,2014-11-06,68007000,-0.24173905168206686,ACLS
2014.0,Q3,1114925,2014-05-01,13546000,-0.26282604979890284,LTRX
2014.0,Q3,1120914,2014-11-05,26971000,-0.2576279640179123,PDFS
2014.0,Q3,1121788,2014-10-29,753341000,0.023618484305220698,GRMN
2014.0,Q3,1122904,2014-11-04,177290000,-0.19942527824415374,NTGR
2014.0,Q3,1126741,2015-02-09,23227000,-0.25907762011951596,GSIT
2014.0,Q3,1131554,2014-10-31,141142000,-0.21342158400290562,SNCR
2014.0,Q3,1137789,2014-04-30,2333000000,0.6352537160902229,STX
2014.0,Q3,1138639,2014-10-29,257649000,-0.168310717702283,INFN
2014.0,Q3,1158114,2014-11-12,24265000,-0.25867571225801367,AAOI
2014.0,Q3,1166388,2014-12-03,294055000,-0.15421451576986292,VRNT
2014.0,Q3,1169561,2015-01-30,117200000,-0.22269179404152567,CVLT
2014.0,Q3,1173489,2014-11-10,46851000,-0.24993053792285902,CEVA
2014.0,Q3,1239819,2014-11-06,4644868,-0.2662725189001259,LUNA
2014.0,Q3,1262039,2014-11-06,221907000,-0.18214982250557255,FTNT
2014.0,Q3,1274494,2014-11-07,277481000,-0.16063187694186562,FSLR
2014.0,Q3,1275014,2014-11-03,12743000,-0.2631369669595833,UCTT
2014.0,Q3,1280058,2014-11-05,139978000,-0.21387227836782727,BLKB
2014.0,Q3,1280263,2014-12-09,106822000,-0.22671009826760533,AMBA
2014.0,Q3,1288847,2014-11-07,38883000,-0.25301570347242563,FIVN
2014.0,Q3,1313275,2014-11-03,48992000,-0.2491015545592016,BCOV
2014.0,Q3,1325702,2015-02-12,181636000,-0.19774253107065767,MX
2014.0,Q3,1327567,2014-06-03,160723000,-0.20583992905485538,PANW
2014.0,Q3,1327811,2014-12-05,489323000,-0.07860782569295784,WDAY
2014.0,Q3,1333822,2014-07-15,8944000,-0.2646079187571239,LEDS
2014.0,Q3,1341439,2014-03-20,9867000000,3.5523768649902103,ORCL
2014.0,Q3,1350102,2014-11-12,184922252,-0.19647011246403184,ASTI
2014.0,Q3,1356093,2014-11-26,242000,-0.2679772850488319,CREX
2014.0,Q3,1361113,2014-11-10,48721000,-0.24920648426100037,VRNS
2014.0,Q3,1362190,2014-11-07,545146,-0.26785990859354963,AEYE
2014.0,Q3,1373715,2014-11-05,221543000,-0.18229076129322844,NOW
2014.0,Q3,1375365,2014-05-07,156061000,-0.20764502968137138,SMCI
2014.0,Q3,1377789,2014-05-07,74800000,-0.23910883963660923,AVNW
2014.0,Q3,1378590,2014-08-14,3736000,-0.2666244275651238,BLIN
2014.0,Q3,1384905,2014-11-03,76819000,-0.23832709399848487,RNG
2014.0,Q3,1387467,2014-05-09,51324000,-0.248198617051472,AOSL
2014.0,Q3,1389002,2014-11-07,48486000,-0.24929747496182217,MRIN
2014.0,Q3,1391127,2014-11-10,42702000,-0.2515370077854534,EGIO
2014.0,Q3,1393883,2014-10-30,47591000,-0.24964401401388822,DHX
2014.0,Q3,1402436,2014-11-05,109071000,-0.22583929790101706,SSNC
2014.0,Q3,1404655,2014-11-13,34589000,-0.25467831653339945,HUBS
2014.0,Q3,1405495,2014-10-30,137892000,-0.21467996603554765,IDCC
2014.0,Q3,1406666,2014-10-30,158794000,-0.20658682719053736,CALX
2014.0,Q3,1410384,2014-11-10,20369000,-0.26018422191929774,QTWO
2014.0,Q3,1415404,2014-11-06,128434000,-0.2183420513477717,SATS
2014.0,Q3,1438231,2014-10-24,26049000,-0.2579849573207111,DMRC
2014.0,Q3,1463101,2014-11-05,78554000,-0.23765531159028982,ENPH
2014.0,Q3,1463972,2014-11-14,3341319,-0.2667772458663623,VUZI
2014.0,Q3,1477294,2014-10-28,133508000,-0.21637742659896383,ST
2014.0,Q3,1493594,2014-08-01,120474000,-0.2214241193415657,MTSI
2014.0,Q3,1493761,2014-11-10,13929000,-0.26267775431628687,HEAR
2014.0,Q3,1500435,2014-11-04,216027000,-0.18442652599847564,GPRO
2014.0,Q3,1505155,2014-12-22,35845000,-0.25419200027709227,UPLD
2014.0,Q3,1511737,2014-05-09,54337000,-0.24703200010859497,UI
